id	donor	eartag	day	cage	treatment	strain	type	File	inoculum	donor.id	cage_un	eartag_un	day2
C2537.nt_B.B.D18	C2537	nt_B	D18	B	none	C57Bl/6	sample	C2537A_ntb	Human	C2537.inoculum_1	C2537_B	C2537_B_nt_B	D18
C2537.nt_B.B.D14	C2537	nt_B	D14	B	none	C57Bl/6	sample	C2537A_ntb	Human	C2537.inoculum_1	C2537_B	C2537_B_nt_B	D14
C2537.nt_B.B.D12	C2537	nt_B	D12	B	none	C57Bl/6	sample	C2537A_ntb	Human	C2537.inoculum_1	C2537_B	C2537_B_nt_B	D12
C2537.nt_B.B.D10	C2537	nt_B	D10	B	none	C57Bl/6	sample	C2537A_ntb	Human	C2537.inoculum_1	C2537_B	C2537_B_nt_B	D10
C2537.nt_B.B.D08	C2537	nt_B	D08	B	none	C57Bl/6	sample	C2537A_ntb	Human	C2537.inoculum_1	C2537_B	C2537_B_nt_B	D08
C2537.nt_B.B.D06	C2537	nt_B	D06	B	none	C57Bl/6	sample	C2537A_ntb	Human	C2537.inoculum_1	C2537_B	C2537_B_nt_B	D06
C2537.nt_B.B.D03	C2537	nt_B	D03	B	none	C57Bl/6	sample	C2537A_ntb	Human	C2537.inoculum_1	C2537_B	C2537_B_nt_B	D03
C2537.inoculum_1	C2537	inoculum_1	inoculum	NA	none	NA	inoculum	C2537A_ntb	Human	C2537.inoculum_1	C2537_NA	C2537_NA_inoculum_1	D00
C2537B.B032.D.D10	C2537B	B032	D10	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B032	D10
C2537B.B032.D.D11	C2537B	B032	D11	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B032	D11
C2537B.B032.D.D12	C2537B	B032	D12	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B032	D12
C2537B.B032.D.D13	C2537B	B032	D13	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B032	D13
C2537B.B032.D.D14	C2537B	B032	D14	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B032	D14
C2537B.B032.D.D01	C2537B	B032	D01	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B032	D01
C2537B.B032.D.D21	C2537B	B032	D21	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B032	D21
C2537B.B032.D.D02	C2537B	B032	D02	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B032	D02
C2537B.B032.D.D03	C2537B	B032	D03	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B032	D03
C2537B.B032.D.D04	C2537B	B032	D04	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B032	D04
C2537B.B032.D.D05	C2537B	B032	D05	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B032	D05
C2537B.B032.D.D06	C2537B	B032	D06	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B032	D06
C2537B.B032.D.D07	C2537B	B032	D07	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B032	D07
C2537B.B032.D.D08	C2537B	B032	D08	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B032	D08
C2537B.B032.D.D09	C2537B	B032	D09	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B032	D09
C2537B.B269.E.D10	C2537B	B269	D10	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B269	D10
C2537B.B269.E.D11	C2537B	B269	D11	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B269	D11
C2537B.B269.E.D12	C2537B	B269	D12	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B269	D12
C2537B.B269.E.D13	C2537B	B269	D13	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B269	D13
C2537B.B269.E.D14	C2537B	B269	D14	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B269	D14
C2537B.B269.E.D01	C2537B	B269	D01	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B269	D01
C2537B.B269.E.D21	C2537B	B269	D21	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B269	D21
C2537B.B269.E.D02	C2537B	B269	D02	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B269	D02
C2537B.B269.E.D03	C2537B	B269	D03	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B269	D03
C2537B.B269.E.D04	C2537B	B269	D04	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B269	D04
C2537B.B269.E.D05	C2537B	B269	D05	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B269	D05
C2537B.B269.E.D06	C2537B	B269	D06	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B269	D06
C2537B.B269.E.D07	C2537B	B269	D07	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B269	D07
C2537B.B269.E.D08	C2537B	B269	D08	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B269	D08
C2537B.B269.E.D09	C2537B	B269	D09	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B269	D09
C2537B.B270.E.D10	C2537B	B270	D10	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B270	D10
C2537B.B270.E.D11	C2537B	B270	D11	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B270	D11
C2537B.B270.E.D12	C2537B	B270	D12	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B270	D12
C2537B.B270.E.D13	C2537B	B270	D13	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B270	D13
C2537B.B270.E.D14	C2537B	B270	D14	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B270	D14
C2537B.B270.E.D01	C2537B	B270	D01	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B270	D01
C2537B.B270.E.D21	C2537B	B270	D21	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B270	D21
C2537B.B270.E.D02	C2537B	B270	D02	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B270	D02
C2537B.B270.E.D03	C2537B	B270	D03	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B270	D03
C2537B.B270.E.D04	C2537B	B270	D04	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B270	D04
C2537B.B270.E.D05	C2537B	B270	D05	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B270	D05
C2537B.B270.E.D06	C2537B	B270	D06	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B270	D06
C2537B.B270.E.D07	C2537B	B270	D07	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B270	D07
C2537B.B270.E.D08	C2537B	B270	D08	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B270	D08
C2537B.B270.E.D09	C2537B	B270	D09	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B270	D09
C2537B.B448.D.D10	C2537B	B448	D10	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B448	D10
C2537B.B448.D.D11	C2537B	B448	D11	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B448	D11
C2537B.B448.D.D12	C2537B	B448	D12	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B448	D12
C2537B.B448.D.D13	C2537B	B448	D13	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B448	D13
C2537B.B448.D.D14	C2537B	B448	D14	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B448	D14
C2537B.B448.D.D01	C2537B	B448	D01	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B448	D01
C2537B.B448.D.D21	C2537B	B448	D21	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B448	D21
C2537B.B448.D.D02	C2537B	B448	D02	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B448	D02
C2537B.B448.D.D03	C2537B	B448	D03	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B448	D03
C2537B.B448.D.D04	C2537B	B448	D04	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B448	D04
C2537B.B448.D.D05	C2537B	B448	D05	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B448	D05
C2537B.B448.D.D06	C2537B	B448	D06	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B448	D06
C2537B.B448.D.D07	C2537B	B448	D07	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B448	D07
C2537B.B448.D.D08	C2537B	B448	D08	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B448	D08
C2537B.B448.D.D09	C2537B	B448	D09	D	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_D	C2537B_D_B448	D09
C2537B.B478.E.D10	C2537B	B478	D10	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B478	D10
C2537B.B478.E.D11	C2537B	B478	D11	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B478	D11
C2537B.B478.E.D12	C2537B	B478	D12	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B478	D12
C2537B.B478.E.D13	C2537B	B478	D13	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B478	D13
C2537B.B478.E.D14	C2537B	B478	D14	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B478	D14
C2537B.B478.E.D01	C2537B	B478	D01	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B478	D01
C2537B.B478.E.D21	C2537B	B478	D21	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B478	D21
C2537B.B478.E.D02	C2537B	B478	D02	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B478	D02
C2537B.B478.E.D03	C2537B	B478	D03	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B478	D03
C2537B.B478.E.D04	C2537B	B478	D04	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B478	D04
C2537B.B478.E.D05	C2537B	B478	D05	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B478	D05
C2537B.B478.E.D06	C2537B	B478	D06	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B478	D06
C2537B.B478.E.D07	C2537B	B478	D07	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B478	D07
C2537B.B478.E.D08	C2537B	B478	D08	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B478	D08
C2537B.B478.E.D09	C2537B	B478	D09	E	anaerobic	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_E	C2537B_E_B478	D09
C2537B.C433.C.D10	C2537B	C433	D10	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C433	D10
C2537B.C433.C.D11	C2537B	C433	D11	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C433	D11
C2537B.C433.C.D12	C2537B	C433	D12	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C433	D12
C2537B.C433.C.D13	C2537B	C433	D13	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C433	D13
C2537B.C433.C.D14	C2537B	C433	D14	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C433	D14
C2537B.C433.C.D01	C2537B	C433	D01	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C433	D01
C2537B.C433.C.D21	C2537B	C433	D21	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C433	D21
C2537B.C433.C.D02	C2537B	C433	D02	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C433	D02
C2537B.C433.C.D03	C2537B	C433	D03	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C433	D03
C2537B.C433.C.D04	C2537B	C433	D04	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C433	D04
C2537B.C433.C.D05	C2537B	C433	D05	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C433	D05
C2537B.C433.C.D06	C2537B	C433	D06	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C433	D06
C2537B.C433.C.D08	C2537B	C433	D08	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C433	D08
C2537B.C433.C.D09	C2537B	C433	D09	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C433	D09
C2537B.C452.C.D10	C2537B	C452	D10	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C452	D10
C2537B.C452.C.D11	C2537B	C452	D11	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C452	D11
C2537B.C452.C.D12	C2537B	C452	D12	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C452	D12
C2537B.C452.C.D13	C2537B	C452	D13	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C452	D13
C2537B.C452.C.D14	C2537B	C452	D14	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C452	D14
C2537B.C452.C.D01	C2537B	C452	D01	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C452	D01
C2537B.C452.C.D21	C2537B	C452	D21	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C452	D21
C2537B.C452.C.D02	C2537B	C452	D02	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C452	D02
C2537B.C452.C.D03	C2537B	C452	D03	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C452	D03
C2537B.C452.C.D04	C2537B	C452	D04	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C452	D04
C2537B.C452.C.D05	C2537B	C452	D05	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C452	D05
C2537B.C452.C.D06	C2537B	C452	D06	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C452	D06
C2537B.C452.C.D07	C2537B	C452	D07	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C452	D07
C2537B.C452.C.D08	C2537B	C452	D08	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C452	D08
C2537B.C452.C.D09	C2537B	C452	D09	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C452	D09
C2537B.C461.C.D10	C2537B	C461	D10	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C461	D10
C2537B.C461.C.D11	C2537B	C461	D11	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C461	D11
C2537B.C461.C.D12	C2537B	C461	D12	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C461	D12
C2537B.C461.C.D13	C2537B	C461	D13	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C461	D13
C2537B.C461.C.D14	C2537B	C461	D14	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C461	D14
C2537B.C461.C.D01	C2537B	C461	D01	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C461	D01
C2537B.C461.C.D21	C2537B	C461	D21	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C461	D21
C2537B.C461.C.D02	C2537B	C461	D02	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C461	D02
C2537B.C461.C.D03	C2537B	C461	D03	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C461	D03
C2537B.C461.C.D04	C2537B	C461	D04	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C461	D04
C2537B.C461.C.D05	C2537B	C461	D05	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C461	D05
C2537B.C461.C.D06	C2537B	C461	D06	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C461	D06
C2537B.C461.C.D07	C2537B	C461	D07	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C461	D07
C2537B.C461.C.D08	C2537B	C461	D08	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C461	D08
C2537B.C461.C.D09	C2537B	C461	D09	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_C461	D09
C2537B.inoculum_2	C2537B	inoculum_2	inoculum	NA	anaerobic	NA	inoculum	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_NA	C2537B_NA_inoculum_2	D00
C2537B.CNT.C.D10	C2537B	CNT	D10	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_CNT	D10
C2537B.CNT.C.D11	C2537B	CNT	D11	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_CNT	D11
C2537B.CNT.C.D12	C2537B	CNT	D12	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_CNT	D12
C2537B.CNT.C.D13	C2537B	CNT	D13	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_CNT	D13
C2537B.CNT.C.D14	C2537B	CNT	D14	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_CNT	D14
C2537B.CNT.C.D01	C2537B	CNT	D01	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_CNT	D01
C2537B.CNT.C.D21	C2537B	CNT	D21	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_CNT	D21
C2537B.CNT.C.D02	C2537B	CNT	D02	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_CNT	D02
C2537B.CNT.C.D03	C2537B	CNT	D03	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_CNT	D03
C2537B.CNT.C.D04	C2537B	CNT	D04	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_CNT	D04
C2537B.CNT.C.D05	C2537B	CNT	D05	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_CNT	D05
C2537B.CNT.C.D06	C2537B	CNT	D06	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_CNT	D06
C2537B.CNT.C.D07	C2537B	CNT	D07	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_CNT	D07
C2537B.CNT.C.D08	C2537B	CNT	D08	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_CNT	D08
C2537B.CNT.C.D09	C2537B	CNT	D09	C	chloroform	C57Bl/6	sample	C2537B_mlj	Human	C2537B.inoculum_2	C2537B_C	C2537B_C_CNT	D09
C2537B.S653.G.D10	C2537B	S653	D10	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_S653	D10
C2537B.S653.G.D11	C2537B	S653	D11	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_S653	D11
C2537B.S653.G.D12	C2537B	S653	D12	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_S653	D12
C2537B.S653.G.D13	C2537B	S653	D13	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_S653	D13
C2537B.S653.G.D14	C2537B	S653	D14	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_S653	D14
C2537B.S653.G.D01	C2537B	S653	D01	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_S653	D01
C2537B.S653.G.D21	C2537B	S653	D21	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_S653	D21
C2537B.S653.G.D02	C2537B	S653	D02	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_S653	D02
C2537B.S653.G.D03	C2537B	S653	D03	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_S653	D03
C2537B.S653.G.D04	C2537B	S653	D04	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_S653	D04
C2537B.S653.G.D05	C2537B	S653	D05	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_S653	D05
C2537B.S653.G.D06	C2537B	S653	D06	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_S653	D06
C2537B.S653.G.D07	C2537B	S653	D07	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_S653	D07
C2537B.S653.G.D08	C2537B	S653	D08	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_S653	D08
C2537B.S653.G.D09	C2537B	S653	D09	G	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_G	C2537B_G_S653	D09
C2537B.S661.F.D10	C2537B	S661	D10	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S661	D10
C2537B.S661.F.D11	C2537B	S661	D11	F	anaerobic	SwissWebster	sample	C2537B_mlj	Human	C2537B.inoculum_1	C2537B_F	C2537B_F_S661	D11
